Doctor Name,Qualifications,Specializations,Experience,Clinic Address,City,Consultation Fee,,
Dr. Amit Patil,"MBBS, Diploma in Dermatology",Dermatologist,24 Years Experience Overall  (18 years as specialist),"#1, Tuljai Sankul, Nagala Park, Landmark: Opp To Kolhapur Urban Bank., Kolhapur",Kolhapur,250,,
Dr. Amit Suryawanshi,"BDS, MDS - Oral & Maxillofacial Surgery","Oral And MaxilloFacial Surgeon, Hair Transplant Surgeon",10 Years Experience Overall  (7 years as specialist),"#6th Ln, Mahalaxminagar, Rajarampuri, Kolhapur, Maharashtra 416001, Landmark: beside allensolly show room and above kallappanawade bank, Kolhapur",Kolhapur,100,,
Dr. Yoganand Phulari,"MBBS, MD - Skin & VD",Dermatologist,15 Years Experience Overall  (12 years as specialist),"#1st Lane, Karveer, Landmark: Opposite PNG Jewellers, Kolhapur",Kolhapur,250,,
Dr. Irfana Shaikh-Patil,DNB - Dermatology & Venereology,Dermatologist,13 Years Experience Overall  (9 years as specialist),"The Icon Building 2nd Floor,  Rajarampuri 6Th Lane, Landmark: Near Shriram Highschool, Kolhapur",Kolhapur,250,,
Dr. Nidhi jindal,"MBBS, MD - Dermatology","Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",18 Years Experience Overall  (13 years as specialist),"2nd Floor of Andromeda Building Plot No: DD-30, Sector 1, Bidhannagar, Kolkata, West Bengal, Kolkata",Kolkata,700,,
Dr. Kuntal Deb Barma,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,19 Years Experience Overall  (11 years as specialist),"4th Floor, Platinum Mall 31, Elgin Road, Kolkata",Kolkata,1000,,
Dr. Tripathy Sanjita,"MD - Physician, DVD","Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist",18 Years Experience Overall  (17 years as specialist),"Ground Floor, Number-2, Sangam Building ,Sarani, Wood Street, Landmark: Opposite Survey Of India, Kolkata",Kolkata,700,,
Dr. Reeja Mariam George,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist",16 Years Experience Overall  (8 years as specialist),"Ground Floor, Number-2, Sangam Building ,Sarani, Wood Street, Landmark: Opposite Survey Of India, Kolkata",Kolkata,700,,
Dr. Debatri Datta,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",9 Years Experience Overall  (3 years as specialist),"2nd Floor of Andromeda Building Plot No: DD-30, Sector 1, Bidhannagar, Kolkata, West Bengal, Kolkata",Kolkata,700,,
Dr. Barnali Dutta,"MBBS, DDVL","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",28 Years Experience Overall  (9 years as specialist),"Selimpur, Landmark: Above Optiworld, Kolkata",Kolkata,700,,
Dr. Farhat Fatima,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",7 Years Experience Overall  (3 years as specialist),"Selimpur, Landmark: Above Optiworld, Kolkata",Kolkata,700,,
Dr. Avik Ghosh,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",10 Years Experience Overall  (3 years as specialist),"Ground Floor, Number-2, Sangam Building ,Sarani, Wood Street, Landmark: Opposite Survey Of India, Kolkata",Kolkata,700,,
Dr. Rajendrani Mazumder,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist, Aesthetic Dermatologist",8 Years Experience Overall  (2 years as specialist),"2nd Floor of Andromeda Building Plot No: DD-30, Sector 1, Bidhannagar, Kolkata, West Bengal, Kolkata",Kolkata,700,,
Dr. Ashwini S Tatawati,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Trichologist, Aesthetic Dermatologist, Hair Transplant Surgeon, Cosmetologist",7 Years Experience Overall  (2 years as specialist),"Ground Floor, Number-2, Sangam Building ,Sarani, Wood Street, Landmark: Opposite Survey Of India, Kolkata",Kolkata,700,,
Dr. Soham Bhattacharyya,"MBBS, MD - Dermatology","Dermatologist, Aesthetic Dermatologist, Dermatosurgeon",19 Years Experience Overall  (10 years as specialist),"C-201,City Centre Mall, Salt Lake, Sector 1,salt lake city ., Landmark: 2nd floor ,City Centre Mall, Kolkata",Kolkata,500,,
Dr. Nanda Gopal Saha,"MBBS, Diploma in Dermatology",Dermatologist,26 Years Experience Overall,"Ashiana Apartment, 69A, Ground Floor, Purna Das Rd, behind Triangular Park, Kolkata, West Bengal, Landmark: Opposite Barista Restaurant, Kolkata",Kolkata,500,,
Dr. Akhilesh K. Agarwal,"MBBS, MCh - Plastic Surgery, MS - General Surgery",Plastic Surgeon,21 Years Experience Overall  (9 years as specialist),"LB 10 Eastern Metropolitan Bypass, Chingrighata Flyover, Sector III, Landmark: Near Chingrighata Crossing, Kolkata",Kolkata,1000,,
Dr. Sunil Kumar S,"MBBS, MD - (Dermatology & STD)",Hair Transplant Surgeon,20 Years Experience Overall  (11 years as specialist),"4th Floor, Platinum Mall 31, Elgin Road, Kolkata",Kolkata,1000,,
Dr. Khushbu Tantia,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Cosmetologist, Aesthetic Dermatologist, Trichologist, Dermatosurgeon",11 Years Experience Overall  (8 years as specialist),"First Floor, BF 189, BF Block, Sector 1,Salt Lake (Above Santa FANTASEA Restaurant), Kolkata",Kolkata,700,,
Dr. Ritika Khanna,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,9 Years Experience Overall  (4 years as specialist),"4th Floor, Platinum Mall 31, Elgin Road, Kolkata",Kolkata,1000,,
Dr. Roby Bose,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,17 Years Experience Overall,"4th Floor, Platinum Mall 31, Elgin Road, Kolkata",Kolkata,1000,,
Dr. Nishat Fatima,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,13 Years Experience Overall  (1 year as specialist),"4th Floor, Platinum Mall 31, Elgin Road, Kolkata",Kolkata,1000,,
Dr. Vivekananda Majumdar,"MBBS, DVD, PhD - Pathology","Dermatologist, Sexologist, Cosmetologist",45 Years Experience Overall  (41 years as specialist),"Chamber 2, 2nd floor 21 BRINDABAN GARDEN, 98 CHRISTOPHER ROAD, off TOPSIA CROSSING, KOLKATA, Kolkata",Kolkata,1300,,
Dr. Deepak Chaudhary,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,17 Years Experience Overall,"4th Floor, Platinum Mall 31, Elgin Road, Kolkata",Kolkata,1000,,
Dr. Dinesh Bhoye,"MBBS, MS - General Surgery, Masters in Clinical Dermatology",Hair Transplant Surgeon,13 Years Experience Overall  (1 year as specialist),"4th Floor, Platinum Mall 31, Elgin Road, Kolkata",Kolkata,1000,,
Dr. Sanjeev Paria,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,11 Years Experience Overall  (10 years as specialist),"4th Floor, Platinum Mall 31, Elgin Road, Kolkata",Kolkata,1000,,
Dr. Sambhav Upadhyay,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,8 Years Experience Overall  (1 year as specialist),"4th Floor, Platinum Mall 31, Elgin Road, Kolkata",Kolkata,1000,,
Dr. Sanjay Agarwal,"MBBS, MD - Dermatology","Dermatologist, General Physician",36 Years Experience Overall  (30 years as specialist),"5/1, AJC Bose Road, Landmark: Near Hotel Niharika & Beside Gorky Sadan, Kolkata",Kolkata,1000,,
Dr. Soumya Kanti Datta,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Dermatosurgeon",6 Years Experience Overall  (1 year as specialist),"1, Ground Floor,  Loudon Street, Kolkata",Kolkata,700,,
Dr. Mustaqeen Farooqui,"MBBS, MD - Dermatology",Dermatologist,7 Years Experience Overall,"Ground Floor,  DLF Galleria , Action Area 1 B, Rajarhat New Town, Kolkata",Kolkata,700,,
Dr. Deepika Halder,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,6 Years Experience Overall  (2 years as specialist),"5/1, AJC Bose Road, Landmark: Near Hotel Niharika & Beside Gorky Sadan, Kolkata",Kolkata,700,,
Dr. Snuhi Bhuiya,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,7 Years Experience Overall  (2 years as specialist),"Ground Floor,  DLF Galleria , Action Area 1 B, Rajarhat New Town, Kolkata",Kolkata,700,,
Dr. Aarti Sarda,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Pediatric Dermatologist",16 Years Experience Overall  (12 years as specialist),"Number P4 & 5, C.I.T Scheme, Block A, Gariahat Road, Landmark: Beside Dhakuria Bridge, Kolkata",Kolkata,1000,,
Dr. Amanur Rahaman,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,21 Years Experience Overall  (7 years as specialist),"230, Barakhola Lane, Purba Jadavpur, Landmark: Behind Metro Cash & Carry, Kolkata",Kolkata,1000,,
Dr. Aditya Kanoi,"MCh - Plastic Surgery, MS - General Surgery, MBBS","Plastic Reconstruction Surgeon, Plastic Surgeon",20 Years Experience Overall  (7 years as specialist),"Number P4 & 5, C.I.T Scheme, Block A, Gariahat Road, Landmark: Beside Dhakuria Bridge, Kolkata",Kolkata,800,,
Dr. Roshni Subhash Mishra,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,2 Years Experience Overall  (1 year as specialist),"161, Ground Floor, Kolkata",Kolkata,1000,,
Dr. Abanti Saha,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist, Dermatosurgeon",16 Years Experience Overall  (13 years as specialist),"5/1, AJC Bose Road, Landmark: Near Hotel Niharika & Beside Gorky Sadan, Kolkata",Kolkata,800,,
Dr. Asad Ansari,"DDVL, MBBS","Dermatologist, Aesthetic Dermatologist, Dermatosurgeon, Cosmetologist",13 Years Experience Overall  (8 years as specialist),"5/1, AJC Bose Road, Landmark: Near Hotel Niharika & Beside Gorky Sadan, Kolkata",Kolkata,1000,,
Dr. Altamash Zubair,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,10 Years Experience Overall  (6 years as specialist),"4th Floor, Platinum Mall 31, Elgin Road, Kolkata",Kolkata,1000,,
Dr. Shelly,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist",7 Years Experience Overall  (4 years as specialist),"BB-36, Sector 1, Landmark: Near PNB Bank, Salt Lake Sector 1, Kolkata",Kolkata,600,,
Dr. Subhadeep Mallick,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,6 Years Experience Overall  (2 years as specialist),"5/1, AJC Bose Road, Landmark: Near Hotel Niharika & Beside Gorky Sadan, Kolkata",Kolkata,700,,
Dr. Kunal Bose,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,7 Years Experience Overall,"5/1, AJC Bose Road, Landmark: Near Hotel Niharika & Beside Gorky Sadan, Kolkata",Kolkata,700,,
Dr. Priya Kumari,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,6 Years Experience Overall,"5/1, AJC Bose Road, Landmark: Near Hotel Niharika & Beside Gorky Sadan, Kolkata",Kolkata,700,,
Dr. Sudip Sarkar,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,5 Years Experience Overall  (1 year as specialist),"5/1, AJC Bose Road, Landmark: Near Hotel Niharika & Beside Gorky Sadan, Kolkata",Kolkata,700,,
Dr. Jayanta Kumar,"MBBS, DGO, MS - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,33 Years Experience Overall  (10 years as specialist),"13, Lala Lajpath Rai Sarani, Elgin Centre, 2nd Floor, Kolkata",Kolkata,2000,,
Dr. SK Shahriar Ahmed,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,7 Years Experience Overall  (3 years as specialist),"5/1, AJC Bose Road, Landmark: Near Hotel Niharika & Beside Gorky Sadan, Kolkata",Kolkata,700,,
Dr. Dipankar De,"MBBS, DDVL",Dermatologist,14 Years Experience Overall  (8 years as specialist),"13, Lala Lajpath Rai Sarani, Elgin Centre, 2nd Floor, Kolkata",Kolkata,1500,,
Dr. Sushil Kumar Singh,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,5 Years Experience Overall,"5/1, AJC Bose Road, Landmark: Near Hotel Niharika & Beside Gorky Sadan, Kolkata",Kolkata,700,,
Dr. Shrayan Pal,"MBBS, MD - Dermatology , Venereology & Leprosy",Dermatologist,9 Years Experience Overall  (3 years as specialist),"5/1, AJC Bose Road, Landmark: Near Hotel Niharika & Beside Gorky Sadan, Kolkata",Kolkata,800,,
Dr. Md Ghulam Jeelani Naiyer,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,23 Years Experience Overall  (13 years as specialist),"13, Lala Lajpath Rai Sarani, Elgin Centre, 2nd Floor, Kolkata",Kolkata,1200,,
Dr. Komal Agarwal,"MBBS, MD - Dermatology , Venereology & Leprosy","General Physician, Dermatologist",8 Years Experience Overall  (4 years as specialist),"5/1, AJC Bose Road, Landmark: Near Hotel Niharika & Beside Gorky Sadan, Kolkata",Kolkata,1100,,
Dr. Satarupa Mondal,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",Dermatologist,8 Years Experience Overall  (3 years as specialist),"BB-36, Sector 1, Landmark: Near PNB Bank, Salt Lake Sector 1, Kolkata",Kolkata,600,,
Dr. Anoop G Mohan,"MBBS, MS - General Surgery, MCh - Plastic Surgery",Plastic Surgeon,20 Years Experience Overall  (7 years as specialist),"#127, Olai, Landmark: Near Nani Memorial Hospital, Kollam",Kollam,0,,
Dr. Diwakar Sharma,"MBBS, DNB - Dermatology & Venereology",Dermatologist,15 Years Experience Overall  (12 years as specialist),"#4-A-20, Talwandi, Landmark: Near Keshav Pura Chaoraha & New Amar Panjabi Dhabha,, Landmark: Near Keshav Pura Circle, Kota",Kota,150,,
Dr. Rajeev Jain,"MBBS, MD - Dermatology",Dermatologist,21 Years Experience Overall  (20 years as specialist),"2-A-25,Talwandi ,Rangbadi Main Road,Kota, Landmark: Bank Of Baroda ATM, Kota",Kota,200,,
Dr. Vivek Singhvi,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Cosmetologist",19 Years Experience Overall  (16 years as specialist),"464 -A, Talwandi ., Landmark: Near DAV School, Kota",Kota,400,,
Dr. Salil Mittal,"MBBS, Diploma in Dermatology","Cosmetologist, Dermatologist",31 Years Experience Overall  (22 years as specialist),"#629D, 1st Floor, Shastri Nagar, Dadabari, Landmark: Above Rajkamal Opticals, Kota",Kota,200,,
Dr. Puja Sharma,"MBBS, MD - Dermatology","Dermatologist, Cosmetologist, Trichologist",16 Years Experience Overall  (8 years as specialist),"5A1, Landmark: T T HOSPITAL road, Kota",Kota,500,,
Dr. Pankaj Khandelwal,"MBBS, Diploma in Dermatology",Dermatologist,22 Years Experience Overall  (16 years as specialist),"3, Patel Market., Landmark: Near Teen Batti Circle., Kota",Kota,200,,
Dr. Vibhor Goyal,MD - Skin & VD,"Dermatologist, Venereologist, Dermatosurgeon",9 Years Experience Overall  (5 years as specialist),"2-Cha-6, Main Road, Landmark: Opposite Central Bank of India, Kota",Kota,200,,
Dr. Akshay R Jain,"MD - Dermatology and Venerology, MBBS",Dermatologist,14 Years Experience Overall  (13 years as specialist),"415, New Rajeev Gandhi Nagar, Kota",Kota,1000,,
Dr. Rohit Mishra,"MCh - Plastic & Reconstructive Surgery, MBBS, DNB - General Surgery",Plastic Surgeon,6 Years Experience Overall  (4 years as specialist),"Sahara Enclave, Baran Road, Tehsil  Ladpura., Kota",Kota,500,,
Dr. Eapen Thomas,"MBBS, MD - Dermatology",Dermatologist,12 Years Experience Overall  (8 years as specialist),"Kurisingal , Kanjirapally, Landmark: Kurisingal Junction, Kottayam",Kottayam,200,,
Dr. Abin Abraham Itty,"MD - Dermatology, MBBS","Dermatologist, Pediatric Dermatologist, Cosmetologist",14 Years Experience Overall  (8 years as specialist),"Manathala Isons Arcade, Perumanookulam, Kidangoor Road, Landmark: Near Federal Bank, Manarcaud Branch, Kottayam",Kottayam,300,,
Dr. Meera James,"MD - Dermatology , Venereology & Leprosy, MBBS","Aesthetic Dermatologist, Dermatologist",23 Years Experience Overall  (22 years as specialist),"1st Floor, Vimala Hospital, MC Road, Ettumanur, Landmark: Vimala Hospital, Kottayam",Kottayam,400,,
Dr. Jameema Corneli,"MBBS, MD - Dermatology , Venereology & Leprosy","Dermatologist, Aesthetic Dermatologist, Cosmetologist",11 Years Experience Overall  (4 years as specialist),"1st Floor, Vimala Hospital, MC Road, Ettumanur, Landmark: Vimala Hospital, Kottayam",Kottayam,600,,
Dr. Joyal Jose,"MBBS, MCh - Plastic & Reconstructive Surgery",Plastic Surgeon,4 Years Experience Overall  (1 year as specialist),"Chethipuzha, Kurishumoodu P.O, PIN-686106, Kottayam",Kottayam,150,,
Dr. Ansu Susan Sunny,"MD - Dermatology , Venereology & Leprosy, MBBS","Dermatologist, Aesthetic Dermatologist",3 Years Experience Overall  (1 year as specialist),"1st Floor, Vimala Hospital, MC Road, Ettumanur, Landmark: Vimala Hospital, Kottayam",Kottayam,400,,
Dr. Kuntal Deb Barma,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,19 Years Experience Overall  (11 years as specialist),"29/909 C,  1st Floor, Patteri, PO Kuthiravattom, Landmark: Near Malayala Manorama, Kozhikode",Kozhikode,1000,,
Dr. Sunil Kumar S,"MBBS, MD - (Dermatology & STD)",Hair Transplant Surgeon,20 Years Experience Overall  (11 years as specialist),"29/909 C,  1st Floor, Patteri, PO Kuthiravattom, Landmark: Near Malayala Manorama, Kozhikode",Kozhikode,1000,,
Dr. Ritika Khanna,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,9 Years Experience Overall  (4 years as specialist),"29/909 C,  1st Floor, Patteri, PO Kuthiravattom, Landmark: Near Malayala Manorama, Kozhikode",Kozhikode,1000,,
Dr. Nishat Fatima,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,13 Years Experience Overall  (1 year as specialist),"29/909 C,  1st Floor, Patteri, PO Kuthiravattom, Landmark: Near Malayala Manorama, Kozhikode",Kozhikode,1000,,
Dr. Deepak Chaudhary,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,17 Years Experience Overall,"29/909 C,  1st Floor, Patteri, PO Kuthiravattom, Landmark: Near Malayala Manorama, Kozhikode",Kozhikode,1000,,
Dr. Dinesh Bhoye,"MBBS, MS - General Surgery, Masters in Clinical Dermatology",Hair Transplant Surgeon,13 Years Experience Overall  (1 year as specialist),"29/909 C,  1st Floor, Patteri, PO Kuthiravattom, Landmark: Near Malayala Manorama, Kozhikode",Kozhikode,1000,,
Dr. Sanjeev Paria,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,11 Years Experience Overall  (10 years as specialist),"29/909 C,  1st Floor, Patteri, PO Kuthiravattom, Landmark: Near Malayala Manorama, Kozhikode",Kozhikode,1000,,
Dr. Sambhav Upadhyay,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,8 Years Experience Overall  (1 year as specialist),"29/909 C,  1st Floor, Patteri, PO Kuthiravattom, Landmark: Near Malayala Manorama, Kozhikode",Kozhikode,1000,,
Dr. Roby Bose,"MBBS, Masters in Clinical Dermatology",Hair Transplant Surgeon,17 Years Experience Overall,"29/909 C,  1st Floor, Patteri, PO Kuthiravattom, Landmark: Near Malayala Manorama, Kozhikode",Kozhikode,1000,,
Dr. Altamash Zubair,"MBBS, MD - Dermatology , Venereology & Leprosy",Hair Transplant Surgeon,10 Years Experience Overall  (6 years as specialist),"29/909 C,  1st Floor, Patteri, PO Kuthiravattom, Landmark: Near Malayala Manorama, Kozhikode",Kozhikode,1000,,
Dr. Prabhakar Ulaganathan,"MBBS, MCh - Plastic Surgery",Plastic Surgeon,27 Years Experience Overall  (14 years as specialist),"#1, New Railway Station Road, SH 65., Kumbakonam",Kumbakonam,300,,
